" let's definitely explore that possibility in HR we had a few looks at it in the past , but we never got to the layer of someone building something in that space ",1
 we've got the right tools that we could so I could just one thing of this issue : sales people don't like to talk  today,0
" it's pure onboarding , it's not a top-down thing ",0
one reason just just make sure that the the attachment of the elastic ip address will going back to ,1
" so it's little bit another application , okay and this week ",0
" if you've done me to be a lead qualified leader , Market qualified leave , let's say to a demo to using it , buying it using it buying ",0
send me a message pencil within define ,1
where you say so you know i'll follow up with you next week although up is known as a trigger you see it follow up next week and that goes into its next process love those are all things you can ,1
where you say so you know i'll follow up with you next week although up is known as a trigger you see it follow up next week and that goes into its next process love those are all things you can ,1
" sophomore sellers funeral -DASH maybe a sales manager just trying to stay on top of everything , so feel free to ",0
 I think that's why I asked somebody was asking they were having a conversation with each other like we going to kill another day or not to go back and say we have a 20% sales team ,0
" but what are What are the air one of the struggles you bass , others , even just a startup struggle or there's a personal starter like I , don't know where the best coffee shops to work at in the anything you know I'm trying to think you know ",0
 let's say : I want to pick ,0
" yes , I can talk to the guys , and you know they ",0
 we push them on a few key items which is one you know he was like  okay ,0
and engage the new partner to let him know that we really care about him as human beings we don't we'll just wanted to touch the screen and send their money  ,1
" that's why I'm trying to get a number on the table ? cuz I , know what happened 2 months ago ",0
send you the results if you want like was an automatic startup center ,1
went  let me share that with you what i already know and then there's like four examples that i said he was when they have the contract we can take it,1
 even let me the other Israeli startups that we know I'm in the other Middle East startups ,0
" we have different sales levels and all of those conversations then , each day level their style",0
 this is why we made a contact wisdom ,0
" this means people that demo online that sell the business is online , will use our product essentially help them summarize the conversation ",0
" send you a link to a meeting , so you can get an idea of what is a certain reason ",1
" summary note so , like one day hit the button and they're speaking it'll transcribe for them in real-time and post a note into their recording as well on our way ",0
" but since one of these cases that told us is , if we get enough call center thing is really fragmented , Market , the better there's only one they went to have a lot of solutions are ready because , like these big Accenture deals or whatever have some sort of transcription , it might not be to the layer of functionality ",0
 that would need a communication platform or summarization platform ,0
on single individual highland send me a case of faces on a ,1
" we're still not sure where it's going to be New , York or San Francisco ",0
" content which I'm not an expert on and I , think takes too much time or as he owes flash Facebook , but any sort of paid Avenue to get conversions and those are the two main ones and as a tertiary auction is analyzing existing users and trying to see if there's a conversion mechanism there ",0
i'm if i'm a lead now i'm going to send me your website ,1
"needs to check: does ibm need to own the server rooms and the servers, or can it be hosted on softlayer given that it is ibm secured",1
 it would be the easiest for you to go back and understand  okay ,0
" if you go with a good company , the structure of learning is in physics like almost essential for what they do ",0
 complaints also is because of the special structures  do all the way ,0
" yeah I mean we just happened to have the perfect yeast case our space , but we read this isn't something we were thinking building out anyway , yeah so I'm I'm I was to buy someone's building it on constant you partner up with someone else in the usual things , build okay , fantastic  thank you ",0
philipp to try the consumer mobile app in a meeting,1
" it means that you , you haven't even pulled to next year ",0
 the truth is more 11 and up they build voice ,0
" that could find usefulness in this right now we're given 45 days and sleep , maybe longer until we really lock in people using this on a daily basis , Beyond cool thanks for having us I know you got a quarter thanks for having us ",0
so send me look at the project plan in the next session next week ,1
"can't say the words : okay , okay , perfect ,",0
" okay , so this can be generated automatically once a healthy restaurants ",0
" incentives to come to Dubai are dropping you no longer get paid to come to Dubai the word Miller when you have like a struggling remedy of the salary , the arch , lower salaries in the washing machine ",0
" it's not what I want , but I thought that might be pissed , and maybe it's both of us go a little bit further on the product  Market fit trajectory ",0
send this to ,1
" , Yo , Lawrence , I , think I think the feedback might be back from OU computer if you just hit the mute button yet where , where is it ? if you make it for anything , redneck soccer , oh yeah , Google yeah ",0
" don't haven't really found that I wave 8 investors all the cover , different spaces , different field , but you know we're always on the lookout for people with good perspective , especially may I ",0
" why do you want to push nutria ? go to Meineke bushes , like bubbles to the meeting on a patient ? when you naked people start in technology yeah it sounds ",0
" , Assassin 776 coonpath , to feel about brother United ? if you're not just sitting here , give this nice them all there's no way you would know it's not sue ",0
" how do you feel when you hear that pricing of changing it for training or first slip by how's it going ? where are you yeah I'm in this noisy I'm , just outside the $500 yeah ? but are you guys going on right now , yeah yeah ? how big is a so you know the guys there , so you can everybody else : yeah , yeah , yeah , yeah , Miami , yeah and you're doing hamster there or StubHub book is pretty much on my building out the partnership to the deal flow and stuff like that  so busy ",0
" where can I buy Salesforce integration Okay so and when you were kind of paint , are you done like any look-alike modeling , where you target people who look like your current audience or the thing is we didn't ? we don't have a current audience right , but no  we haven't done that ",0
in the in the war room and make sure the end use the device with them so you can show you the parallel runs is it possible for us ,1
" I'm , not another girl need me to dial into muscles , maybe put in a wrong number 401-283-3018 and then put in the PIN code  72857 ",0
" okay , any more questions to ask full if we were to proceed in like apply what what's the typical steps , our timing would be more toward August , okay , but probably the next easy step would be you to send me ",1
" you have a little mic icon and you send a WhatsApp message was saying and you exactly cuz I'm , pretty sure they can do it ",0
 somebody something singing fails when baby ,0
 our technology has me adapted by the ministry of interior map to buy to promote their happiness in a purchase their gender ,0
 you can click on the link host ,0
" you know what I mean so I brought it up a lot , but I thought about it , and obviously the best role would be to create that Marketplace you're selling two different startups are growing in that work ",0
 okay in your patches on finance ,0
thank you send me some of these once speech has process that you said those words ,1
" so what that does is it allows you to do an acquisition , this creative , but right now , if I do it , but neither of us have passion user base and we have a reasonably large overlap , features it's locked Creed if it's all dylusion and it won't look like a good move right and then for you to make it look like good movie , have to go to a cheaper price , at which point it becomes less attractive for you  so that's the that's ",0
" you can't give that to anyone else who is going to be held up ? well , you don't need it ",0
" each customer customer cost viceland $2,000 ",0
you send me the code okay ,1
 you guys set up basically make sure that the diamond was this ,0
 what kind of like it's been hard to focus primarily on that I ? think that's been our strategy ,0
" can you see my screen yeah I suck my shirt straight ? can you keep my screen Seminole coming up , so just as it's loading the way that we get into your call , it is really rather simple  you invite ",0
" that's why it doesn't it's not a telephone number  okay , that makes sense ",0
the legal diligence will take a look at the the note of the term sheet and i'm going to take it from there ,1
but please just send us an email to all of us just to keep us updated tina ,1
i want to do now is a meeting with beco next week i want to secure follow on from dubai i'll tell them we're raising a two-million-dollar wrong you know we're going to start the ,1
 we will then have to evaluate another person such a bleed we would convert into into my actual customers cell best have a lots of you ,0
" they have the encryption key , which is given specifically to Pacific , set up users and we're building kind of you know you unfriend deployment or at least Cloud deployment for them  specifically ",0
" Germany face up that way about status , Force , apps and potions ",0
" I could only sell a small number things because you send me remember the facts around Assassin's assassin thing I would imagine if I could have been more flexible in what I was allowed to sell I'm good song Taylor , making recommendation based on the conversation  that would be very interesting ",0
" it stored at my somewhere and stove are on our Cloud , but it's encrypted Edition layer of security , team, said Evans unique ID of the audio files which you can access was open was actually meeting , so you cannot do 4 what ? how long is the storage",0
 so we use walks -DASH and they have a bunch of these -DASH even have a check I'll check on this ,0
" normally , yes , I'm , not singing at the moment until another ",0
" we did like a cold email or no and retargeting greenish home , like I , can come to your office or people don't like that here , cuz I have a feeling they don't like it , but play first time , customers even now , but I'll meet ",0
snow go also gave me the phone okay see Zoe ,0
needs honey just make sure to sign it eventually put in on the details and make sure to get that off for me i'll be working on ,1
" if you look at your evaluation at the next round , yeah you'd have a different math ",0
" think that this life transcription , if you saw the Excel that I sent across , which laid out all the different features , will be powerful ",0
" like here's , the summary or here's the speech search or whatever work is semantic web for ",0
" is it a useful , useful guy I sign up to like newsletters I guess but you're like exclusive , like 50 people ? so , like you know that you're I think it's I think I haven't been to it , but I think they're , cool I'll check it out what you , what you do to find how to get on this I put up on Facebook and found someone we knew who didn't we didn't want to Airbnb , basically our preferred not to Airbnb , so we got a decent deal ",0
 I just don't know if we can find a relationship in the next two months or were like you're waiting for me and waiting for you and it works out ,0
 have it summarize with Rambo and we're thinking of this as a channel to onboard people in a self-service like model but they're too extreme ,0
" what kind of Lee conversions , like a conversion rate from email to onboarding for a demo , and we keep emailing them to do a demo ? usually I , don't even know ",0
" so I could bring out my computer info it's on so far , so I figured ",0
" okay , alright , you know cuz , those are big right , like you probably have to yeah ",0
 is that still are not there like not officially employees of your company ? there contractors got all those guys are in that mode ,0
"how's , the for sure who choose to do I need to watch somebody ",0
 we need to start unless we open it up again ,0
" you got this great Tech , this great product which we get our first 10 teams ",0
 what would happen you know doesn't end highlight after 2:15 ,0
i will send you guys this information is in you all haven't ,1
" they was like golden ratio in bucket , hey guys , we going to be a chemist accelerator ",0
" if I show you this , if I give you a live transcript , if I give you that immediate feedback , that this is something that's been registered in the system that you can utilize , the hook is much stronger ",0
" so you'll get a bunch of these posted , like notes , either in direct message or in the channel ",0
" yes , I am in my bed so my good morning , how are you the numbers of the join as a participant ? what I did was to put them with the plan from the skulls menu Denville the platform , a little talk about what it does ",0
" it's all video riding I mean we're in a puppy that really old one , and it was just about like I , mean I've ",0
" can you see my screen yet or is it still ? loading I see your screen who's the sample conversation , basically that we we have to demo that that , when I ask typical qualifying questions like how large is your sales team were able to segment them out from the conversation right , and so what this does is it kind of gives you a playable snippet here ",0
" 30 of them are weekly active users who are reviewing calls after the calls are made okay and the other one was you have about a thousand 100 users who have done on average five sessions greater than 5 minutes , larger user base , and one of the activities were doing with it with Beckham ? is diving into these thousand and really getting who they are I'm ? actually thinking of we're sort of fact , but tricking them to give us their their data by giving them I , don't know what some random personality quiz that you can do for free online that can identify what kind of profession they might be in in just blasting of 30,000 people and try to see who they are or also starting to reach out to these to get an idea of who they are ",0
 I mean I know about these two fundraisers ,0
 let's sing on the sample recording ,0
" film hold how to make sense , just don't require attention , but given that this is only a very high proximity , usefulness I'm , not afraid to do that ",0
 so I think you and I share the same kind of a full background ,0
 it doesn't show up for you ,0
 email like at the end of this call you'll see a summary screen with all the notes ,0
and i the first action item is defined the objective time and write it down in an agreement the second action item is deliveroo speed metrics and any order speed ,1
" this is without tax , so it's going to come up without text , but basically the the the platform is kind of like a multifunctional audio platform that you can share in and cut , and you can even create highlights post-meeting stuff like that , essentially learning the customer voices of huge part right , like actually hearing it ",0
" but like are people actually going to pay money for it ? I don't know you know , so the gong , the competitors kind of tread the way on the on the commercialization ",0
a a piece that i will share with you asap actually you need to show this long time i just have to make a couple of dates know,1
more about the design i will make sure that i will put all the details into it as a pros and cons for that ,1
" so is this one to plug in which an extra Skype resume , but it's so we should get people on connect to zoom ",0
" this is like the he gave us an agenda right , yeah wait ",0
 it would be great if you could speak louder ,0
 so the thing is : look we're not charging for this ,0
 wouldn't we kind of have a little hand was in the anyway ,0
when you're done can you please send me a text i'm busy with the case i will come to the back office ,1
to you need to get together with curtis and sean and discuss it right so it wasn't that where we're going to discuss it in ,1
" I'm getting investor interest in the US are doing , but it's too much you wanted to buy some music , so I'm not concerned about that ",0
process so write it down and send it to building in a proper way ,1
" so I think I think the right next thing : what would what would move the needle more percentage , Equity or percentage or or or dollar value ? what so 6% ? and what are you give new hires ? would you bring me up to the equity investors plus this plus I have some cash cuz cash is still backing up into like a 2% Equity number ",0
touch let me know when you raising your next fun and i send you fun free documents documents and me sending you the document ,1
 my battery might die so I'm on the technical side  I ,0
to have for viewing tomorrow i give you another call today i'll see you tomorrow ,1
 so what we do is we'll plug in some things ,0
" the way we would have to do that is websockets , so like right now it will get me speaking and I'll get the decision point out of this , but you said something important , which was websockets , for example , that I might have missed in my repeat but anyways ",0
 if we accomplish that will for Target that you should start getting meeting are targeted in general ,0
 look me in the eye and was like ,0
" if you can nail down one particular conversation and record sales , but I think how she could be as Loose as you lie , but where , in the pool that has a sippy sippy Great Value quotes Sea Hunt Representatives , real-time information , I'm thinking situation , where you got for rent in a I'm trying to think of a situation which isn't free with cool which wouldn't be pre-scripted like a CEO talking and I , always prescriptive I'm thinking , something ",0
"8 - 12% , which essentially goes back to kind of the previous , which is exactly the five-and-a-half end 2016 ",0
" twerking I need this project as exceeded and was highly praised by Japanese among Japanese government 62 , using Empress in the Leo field ",0
" in maybe a week a week and a half yeah look up , powerfulnesses dude I'm summarizing our meeting for reshop ",0
" let's do some guys from different go to work ? if I give you my car make change our numbers , Rich , Plumbing , Cordura , meaning ",0
" if you have some compelling story to tell , because your product delivers and I'll have them right , nnnn venue for creating advertising campaigns in the kind of you know that , if that , if the aha moment is compelling in clear certain people will do some atoms make some effort to get to that right ",0
 the probably target range of the ideal customer on the lower-end start to be a little tricky cuz ,0
 do I have to have the meeting on wrapped up to catch ,0
 that is what I'm thinking 4000 hold I asked more than a life indication is on that and then I figure it like having this outside my son's cousin ,0
" what kind of the most of the discussion was around the Sherry yeah ? how can I share , what can I sure can I edit the text I sent for you can do the sharing , where you can copy paste and tires and dump it into feel course ",0
" did no milk and yeah you that's what that's what we did ? they give you a six move here , that's good one and a half really bad texting ",0
awesome is if you guys could send us some of those examples and let's see what we can do in terms of being able to just ,1
" if you come to New York I'm , so too I hate , San , Francisco I , keep hearing that some people see you stay for 9 months and he's like I'm , sick of it ",0
" so again , if you have a line item , if this is what you get , if you want additional with blah blah there's additional additional conversation is needed and there is no white labeling right ",0
" what was better than incensed mean when people upset something about walking this way to give you a large going to be like you should speak 40% of the time and it client interaction , because in our 25,000 you know whatever , and then they build content marketing around ",0
" if everyone is in on the meeting and they hit the button and we're doing a live transcript across the street , I mean that's huge yeah , but yeah I mean level I mean I ",0
 the automated outputs is what you see behind me right here ,0
 so it's not just don't have the answer right now ,0
 these people all my my five sections of my fall and I need to question challenge ,0
" sorry , you , there , hello interior ",0
going to the agreement i'll send you the referral because i read in the wrong group ,1
" do you guys always taking calls in the office like on the unzoom or you dialing in the Coliseum or hangouts ? that's rare , unless through call Adam is kind of tricky yeah that one's a little bit too publicly facing a ",0
i have to look further into that fleet maintenance maintenance gs500 then it was left out for a reason and ,1
 that would be great  we got got a bunch ,0
" think oh I , see okay , yeah I mean definitely was full , you know , but then it's like it's like who no I don't know it ",0
 I mean outside of the fully automated experience of simplifying your life ,0
send this to me also so is this ,1
" tell me the people who love you discount , so these guys from the ones with that girlfriend 40 , * , 40 videos , Pakistan 25000 seconds , open , YouTube , tell me videos of all the ship ",0
" so basically we can cut the files and and use that in our search in our in our in our activities , whatever they may be hello , you have any more questions , I'm happy to answer any already have trying to use our API ",0
 we already have the technology and I know that you how many times you know your average order time to order I will see if the amount is exceeded that and then I will send you an SMS to pick up and then you reply why the same thing hits one guy I would before you get to that level ,0
intelligence can be built into the call by using timestamps to see at what point in the call do certain triggers or phrases lead to certain outcomes,0
" how are you hey ? how are you I'm good I'm , good how's your day , going pretty pretty crayons but I'm bad about here ? that will appreciate you again the time to speak with me ",0
" that kind of go back and forth are Israelis yet , and even they are , you know , one person , one of the founders will just live here , not both go back and yeah the primary base , and then you travel versus like truly living in both places ",0
" they were contractors , but they have an office space in the house ",0
 so the person hitting the Highlight is a person that can transcribe ,0
 moving on the on the deal I can find the key thing that I saw and kind of what you guys were saying that was trying to figure out what the what the problem for was us is ,0
" add this barometer has been already adopted and Sam Sabbath , such as our Courts interpretation , which found some interesting data that if this energy Point gets higher and higher the performance of the operated , especially in outbound percentage , improved number , 20 or 30% , for instance , and if this energy Point gets lower and lower like can I get lower than 20 points , the time overlay to increase since January ",0
 it was pretty intense  I got to go by ,0
there's someone already in there it'll always send it to the person who uploaded that thing great it just sends it back to them crazy want to add someone else you have to put in the ,1
" just like a whole place was like I know , it's love that you don't have to have anything on your end ",0
" so there's a certain amount of solution and big move that you you do once you know what the product Market fit is and what you know you're missing , but when you don't , then it becomes ",0
 it's going to rock me and that's conference info conference number is 401-283-3018  this is a complex number ,0
 action says when I wanted to ask : you created an agenda for this meeting ,0
" if you , as a seller , use this product , helps you and organize efficiency in terms of your people can come in and check and be aware of ",0
" Chota Bheem how to create highlights bruschetta , you know , honestly , they home we're going to be looking at , kill the at and no one takes highlights so might as well top ones top ones for 30-second highlight tap and hold to you know : do whatever send it I supposed to call the guy today , but I'll leave that with you this way to see the 32nd versus spending and think about jumping back 15 seconds as well , because he stole something back , I , don't know if we should jump back anymore , given that he's alive transcript Dorian to take now Pacific Rim already talk to each other that maybe it's worth reducing them , so I mean I ",0
 I could be ran until I started kind of parsing down at the  oh ,0
problem with the companies that do their own pbx is that it doesn't scale and the info that they want to pull is all custom built; there are around ~150 competitors to aswat worldwide,1
" I , don't know if anyone really has that someone like you would would have a lot of interesting perspective ",0
" let me know if it's 30 seconds it'll automatically close , so we need to find a way for them to you to turn that on and off how to take dictation on be on below the main orange button , not in this movie ",0
 what number so maybe this is a conversation you can check in with us on and see how strong is because it came from the team and has never really said anything ,0
and i can send you a contact from my side if you check it out ,1
" I was trying to explore a different justification , which is the users but you're , not quite at the point , where you're ready for that I'm just being completely frankly , the way you doing that , no , no , no , no went too far in either way around yeah I was thinking , there's no other fit , maybe in the entire industry ",0
" the same principle would apply here , so you use hit Jamaica highlight it marks a moment , and then you can continue typing or on the fitting to how much overtime you want and then you save highlight and then goes away ",0
 they don't want to talk to anybody even now ,0
" so so what ? what do we mean by task resolution ? like actual today , you guys are working on Servite Drive from your decisions ",0
" you know that our startup , maybe in your portfolio , maybe you work with them ",0
" that's like an extremely manual approach , then there's the automated kind of components ",0
"need to select a specific team and select a taxanomy, to be explored with sellers; need to decide on the best course of action for tech deployment to minimize effort for integration",1
" you know they're all circling right , they're all going to be there ",0
" it's a really great product right , and so you know when we started there when you started working on that kind of acquisition project and we were under $600,000 or something like that and I believe today , it's like 4",0
"so what do we need ? we need to make sure that there's swing tags on all the Adam's and then those swing tags need to have a price . the item , description and Cove . so everything before we actually transfer it has to be priced swing , tags and , yes , we have to order , hang in a ",1
" can you do the different story when all of this is exactly what the dream is more like the local , this more like have a sense of adventure what's 8 months , but then , when the light stuffing , maybe could be like the time ",0
" so now , but we get better part of the biggest part of the market , Google Play 79 , 155 79 assistant ",0
" you know information on there , I think there's a lot of consonant that could be billed obviously like there's the budget price tag ",0
" get a lot of people have pre-sales people , they're growing machine , I'm sure he wouldn't use it with his self people , but they might do that when they're inside sales , like where you go in and out of called like face-to-face meetings , is an ad on right now or quarters inside sales team ",0
" sorry , maybe another question : what's not coming out , they should not watch that dumb , don't have enough of life on Earth are in the Bud Light on you guys question ask follow-up actions in your words on your account and says they show up in your notes , I mean in your inventory email for new people ",0
 nobody cares about this enough to label it ,0
" well , you know , I can't get term sheets right away , I need a month or two to do that and for saying yeah ",0
then go to make certain points you go to make sure they're not flaccid to go to make sure they look good finally you have to deliver it this is the big that ,1
one of the feedback i've gotten was that we need to sell to add echo global and not the u.s. operations which operations is fine but they really don't have that kind of ,1
" it keeps asking me to think it again but anyways after this week , so you're going to close that out ",0
" I haven't played anything in right now , but if you want basically , when you hit share right now , we're supposed to be only share ",0
" in that case , then , we can still like that's ",0
 we can plug in a few and then set you guys up for the for the company accountants ,1
 so all those languages will be important ,0
 you can just like it have a conversation and the difficulty of having this discussion around me ,0
 we can look into that call  it,0
" the part of me like is interested in it because it seemed really fucking hard , so I feel like figure it out right and and and it's part of its , not interested because it seems really fucking hard ",0
" so it's definitely beneficial for you , but you kind of burn out eventually and think of anything better than banking , but in the Middle East that wasn't you know it was ",0
" can we know email Summers ? we both have audio editing and highlight Chang I , wasn't I know you guys have highlights sharing yeah ",0
" my first thought of first trial would be that they , if I'm sure the same way , because then you get the idea that it's going to pick up ",0
 can I show you a little bit of The Flash ,0
 quick to type is like right now ,0
 did you know how to look like modeling yet ? but you know you can upload a list of e-mails and Target those people I haven't tried it ,0
" but let's make use of your time , yeah , yeah I , don't think we'll take the full hour ",0
 that has been doing nothing but start up for call centers ,0
" you've done B2B I , can't think of any kind of preference come my way in for where my experience , life I have not done a ton of B&B to be so primarily consumer tech companies  I mean I've done ",0
" Everyone likes top and love that like Chicago , like they can speak over the vote ",0
what we talking about so i'll do that so let's go tomorrow at 10 can you get out at 10:30,1
send me a value determine international model & ,1
 we both have an LP x-ray ,0
so we'll all follow up after this call with a number of kind of resources around how to execute on your pledge of actively as well as how to think about,1
" how do you pronounce the download to the Chrome extension will probably put it in the email update on the Chrome extension and then stops what can happen as you get an email , so this email did it come Eagan hours answer Knievel , Thomas Library , please I ",0
" that's using this on a daily basis , clean and simple loans in descendants , their login yay I do I ",0
"okay , perfect I can hear it now yeah , it's saying like connecting in the tree",0
are you doing today are you bringing me send you the identity ,1
 so we don't have too much ,0
"a poc should start with analyzing an existing set of calls and identifying what pbjectives the business is trying to achieve; however the business strategy and objectives need to be aligned to what the platform can do, from analysis to training",1
" you right away to the store just to gas , because I think that heat , vanilla company you could potentially have you spoken to adjust 500 Carter , something because it sounds like all of these guys could be reachable from 512  yeah I mean it's up ",0
" I may go in for 2 weeks and coming back how many liters we got five Engineers , but to Outsource the Ukraine 3aa Source in the Ukraine , and then my two co-founders and yes , so I mean kind of what I wanted to pick your guyses brain and I know  you mentioned this ",0
 so it's like the live transcription ,0
" this is our like more design , little details , but I wanted to show you ",0
 search I would put the White Sox,0
 they made a top 100 every dish that I'll be the other day ,0
 so now we have a sales enablement product and will work in your hitting adoption and will continue working on that now ,0
" if we get those three I'm just noted them down , you know I think we can put in a budget ",0
" if you have an account , it would give you a direct ",0
 let me to be completely Frank with you ,0
" the thing that's going to defend you as you own , the customer like when I say : Washman people know what the fuck Washman is like ",0
 before you hand over the song in case I can see something in there ,0
" until we have you know either you know employees and or you know , and then agencies in and however it may be right , but acting as a employee of the company are being an employee of the company and have recently in the last , like maybe 8 months year , in doing a bunch of pain , Consulting projects where I'm , not an employee of the company , I'm a contractor managing a certain aspect of their of their marketing right and I'm ",0
" can you record the call , so he had a note with his name on it ",0
 Thompson diesel things Yasha All in the Family ,0
 it looks like an animal box with orange ,0
 drunk  that's ,0
" just don't want I , said I , wasn't sure what you guys were leaving so I don't want to ",0
what i'll do is i'll tell them we're going to record it and i'll send the request so you can ,1
 it's okay can lean on me ,0
" if not , can we put like a house of state or something that makes them realize they can edit these things Mexican women protesting that maybe you can do some music testing Xbox looks like an editable box ",0
 so what would be the total pie that makes sense ? I need my co-founders on this one ,0
 they also have an issue like a teen but looks at Starbucks and I said because you want ,0
i meant can you send me your digits yes uwi next half an hour ,1
" think that's really really powerful can I be eating very traumatic , you'll be having no more to give a dialogue ",0
" you might do different things , so it might be worth keeping that out for the users that we have , which are $25,000 and the only active one 3D to test if live , transcription is first of all possible and second of all , end up being useful for them as they put the button and it then transcribes their notes and real time , and it doesn't change any of the back end or anything like that ",0
" the coffee , guy and I didn't the refresh button so not to share I ",0
" if that makes any crazy someone , we have to pull it out , I'm not going to try not to have too much the long , rambling kind of conversation all day , I'm guilty of that I'm ",0
send this out to everyone by next week and applied marketing that can help support the ios app,1
" ok , Google , he's afraid of the guy ",0
 you can end it before you do that you can share a link ,0
" those for tell us they can finish something in 3 months and so , but that's not like  we don't see your ",0
 for me  thank you ,0
 you didn't have to download anything and then the call starts ,0
going to send it right now ,1
" an existing business goes High margins , High revenues and be able to close that I'm using up at work , so he will have to text going to send one that you've operated under a certain way , because your Nimble , because you're able to focus on the customer , cuz you're able to do all these things differently and then there's going to be this extra margin that you won't unlock  fine ",0
" sorry I was on you , I was saying you don't think it's that big of a deal to current layout ",0
" it didn't come through Michael Jackson , so I guess right now ",0
" then we spoke to the guys in the US , so our investor Adventure is also invested in the Spanish Washington , who launched Mexico , City and South Paulo Mexico City of the lost power ",0
" don't know that I don't know that Audrey Market schedule this whole business find any driver with a fan , pay him when he gets a new something , but here's the funny thing is much longer than all these little cost-cutting Zeppelin ",0
" your activity , feed of your CRM , so I , don't know if your sales force users or could you guys use Salesforce , what's happening so fast , it's going to work or something in terms of live information and bringing that into the discussion not there ",0
 you have to go through a lot of stages to get the value here ,0
" let's see how well this was adobada yeah a little bit little bit of bleach in , but now not so much ",0
 the last I mean the last 20% of the product ,0
important thing you have to remember to categorize words to classified into categories so it is very ,1
so what i'll have him do is encapsulated in a blue box ,1
so I can send them a few things to get started growing up %HESITATION island would pretty much ,1
 sometimes the leader needs to be the acquisition like it's not going to be perfect ,0
" set it one minute , one minute ",0
" don't know my password and it does I'm sorry , it's just complicated cuz ",0
" does it look like yeah that does appear to make it look like this Craigslist looks gorgeous like I , don't have any better ideas , but I think it's a little bit small and crowded one of the main functions they we can make it taller and footnotes action decisions on the top ",0
 you need to find all about the subject ,0
" really , let me make sure I can't for that ",0
 we should have maybe Facebook marketing should at least open up ,0
you a link to our to workshop send me a link to the meet up and i'll get in trouble if i speak for her but it definitely sounds like it's something that's on her alley,1
 just click on this and see upload see off of one ,0
" that might be , or might not be useful for you is that actually share the some Reeds with the clients right so that the clients can actually play that back and then interesting away , understand more details  maybe it's super technical discussion ",0
 so how do we get into the meeting we can ? we can conclude on that plus ,0
 my screen briefly show you kind of what an output would look like ,0
" it's transcribing is doing all of the stuff that I can do by default , and then you opt out of it right as soon as using the product to me ",0
" , I , don't know if you're familiar with the product ",0
 no that's fine anything to say notify you when you register for the last one ,0
" is it the new now when I mean ? is it lying ? no I sent it to you , but you didn't even I ",0
 that's what he wants  he wants  someone thinks six months ,0
" that was another big one , so both Watson and Google have now completely opened up the custom vocabulary , so you can plug in all of these ",0
"2% of the company pre  the 15 million , with 1",0
" this small convention self figure out overtime like what you mean when the sun Shone it's like now , I'm here getting other imagine the transcription is on and I want to type something so annoyed driving and why the transcribing I want it I'm kicking in to edit something , and it should continue some Friday or stop it ",0
" purchase crunch Bistro , so I'll do that ",0
 I don't like that is no way ,0
 please so I'm there I just put your email and will be on the call there and we might close in the conference to simplify so we're not creating too much Echo still want us to log off over and go to open as soon as you're able to join ,0
 are there was hanging fruit say that mean continue to have the recording interface ,0
" no playing almost fade the background , if I'm awake all the lies are happening in such a lot of like I like I like to me , that's like the the but the least valuable part right where it's like I , see a picture of the person that I'm talking to like you know , that's like it's like static and doesn't doesn't have any value  hey there ",0
